sol,name,udr_image_id,filter_used,comp_quality
1003,McamRRecoveredProduct_0486544151-65398-2,56496,NULL,0
1003,McamRRecoveredProduct_0486544151-65398-3,56496,NULL,0
952,McamRImage_0482001222-00000-1,56498,0,-85
1003,McamRRecoveredProduct_0486544157-53841-1,56498,0,0
1003,McamRRecoveredProduct_0486544157-53841-2,56498,NULL,0
1003,McamRRecoveredProduct_0486544157-53841-3,56498,NULL,0
952,McamRImage_0482001240-00000-1,56500,0,-85
1003,McamRRecoveredProduct_0486544163-59380-1,56500,0,0
1003,McamRRecoveredProduct_0486544163-59380-2,56500,NULL,0
1003,McamRRecoveredProduct_0486544163-59380-3,56500,NULL,0
1003,McamRRecoveredProduct_0486544163-59380-4,56500,NULL,0
952,McamRImage_0482001273-00000-1,56502,0,-85
1003,McamRRecoveredProduct_0486544169-61054-1,56502,0,0
1003,McamRRecoveredProduct_0486544169-61054-2,56502,NULL,0
1003,McamRRecoveredProduct_0486544169-61054-3,56502,NULL,0
952,McamRImage_0482001291-00000-1,56504,0,-85
1003,McamRRecoveredProduct_0486544176-02659-1,56504,0,0
1003,McamRRecoveredProduct_0486544176-02659-2,56504,NULL,0
1003,McamRRecoveredProduct_0486544176-02659-3,56504,NULL,0
1003,McamRRecoveredProduct_0486544176-02659-4,56504,NULL,0
952,McamRImage_0482001309-00000-1,56506,0,-85
1003,McamRRecoveredProduct_0486544181-58862-1,56506,0,0
1003,McamRRecoveredProduct_0486544181-58862-2,56506,NULL,0
1003,McamRRecoveredProduct_0486544181-58862-3,56506,NULL,0
1003,McamRRecoveredProduct_0486544181-58862-4,56506,NULL,0
952,McamRImage_0482001342-00000-1,56508,0,-85
1003,McamRRecoveredProduct_0486544187-65225-1,56508,0,0
1003,McamRRecoveredProduct_0486544187-65225-2,56508,NULL,0
1003,McamRRecoveredProduct_0486544187-65225-3,56508,NULL,0
1003,McamRRecoveredProduct_0486544187-65225-4,56508,NULL,0
952,McamRImage_0482001360-00000-1,56510,0,-85
1003,McamRRecoveredProduct_0486544193-55713-1,56510,0,0
1003,McamRRecoveredProduct_0486544193-55713-2,56510,NULL,0
1003,McamRRecoveredProduct_0486544193-55713-3,56510,NULL,0
1003,McamRRecoveredProduct_0486544193-55713-4,56510,NULL,0
952,McamRImage_0482001378-00000-1,56512,0,-85
1003,McamRRecoveredProduct_0486544199-54126-1,56512,0,0
1003,McamRRecoveredProduct_0486544199-54126-2,56512,NULL,0
1003,McamRRecoveredProduct_0486544199-54126-3,56512,NULL,0
1003,McamRRecoveredProduct_0486544199-54126-4,56512,NULL,0
952,McamRImage_0482001408-00000-1,56514,0,-85
1003,McamRRecoveredProduct_0486544205-58917-1,56514,0,0
1003,McamRRecoveredProduct_0486544205-58917-2,56514,NULL,0
1003,McamRRecoveredProduct_0486544205-58917-3,56514,NULL,0
1003,McamRRecoveredProduct_0486544205-58917-4,56514,NULL,0
952,McamRImage_0482001425-00000-1,56516,0,-85
1003,McamRRecoveredProduct_0486544212-01685-1,56516,0,0
952,McamRImage_0482001461-00000-1,56518,0,-85
1003,McamRRecoveredProduct_0486544217-64167-1,56518,0,0
952,McamRImage_0482001479-00000-1,56520,0,-85
1003,McamRRecoveredProduct_0486544223-64434-1,56520,0,0
952,McamRImage_0482001497-00000-1,56522,0,-85
1003,McamRRecoveredProduct_0486544230-01567-1,56522,0,0
952,McamRImage_0482001532-00000-1,56524,0,-85
1003,McamRRecoveredProduct_0486544236-18386-1,56524,0,0
952,McamRImage_0482001550-00000-1,56526,0,-85
1003,McamRRecoveredProduct_0486544241-51698-1,56526,0,0
952,McamRImage_0482001568-00000-1,56528,0,-85
1003,McamRRecoveredProduct_0486544247-50558-1,56528,0,0
952,McamRImage_0482001603-00000-1,56530,0,-85
1003,McamRRecoveredProduct_0486544253-59082-1,56530,0,0
952,McamRImage_0482001623-00000-1,56532,0,-85
1003,McamRRecoveredProduct_0486544259-62354-1,56532,0,0
952,McamRImage_0482001641-00000-1,56534,0,-85
1003,McamRRecoveredProduct_0486544265-64869-1,56534,0,0
952,McamRImage_0482001680-00000-1,56536,0,-85
1003,McamRRecoveredProduct_0486544272-13196-1,56536,0,0
952,McamRImage_0482001700-00000-1,56538,0,-85
1003,McamRRecoveredProduct_0486544277-63137-1,56538,0,0
952,McamRImage_0482001739-00000-1,56540,0,-85
1003,McamRRecoveredProduct_0486544284-03896-1,56540,0,0
952,McamRImage_0482001758-00000-1,56542,0,-85
1003,McamRRecoveredProduct_0486544290-14962-1,56542,0,0
952,McamRImage_0482001811-00000-1,56545,0,-85
1003,McamRRecoveredProduct_0486544295-62907-1,56545,0,0
952,McamRImage_0482001847-00000-1,56547,0,-85
1003,McamRRecoveredProduct_0486544301-61303-1,56547,0,0
952,McamRImage_0482001865-00000-1,56549,0,-85
1003,McamRRecoveredProduct_0486544307-60261-1,56549,0,0
952,McamRImage_0482001884-00000-1,56551,0,-85
1003,McamRRecoveredProduct_0486544313-61845-1,56551,0,0
952,McamRImage_0482001902-00000-1,56553,0,-85
1003,McamRRecoveredProduct_0486544319-56196-1,56553,0,0
952,McamRImage_0482001920-00000-1,56555,0,-85
1003,McamRRecoveredProduct_0486544325-56687-1,56555,0,0
953,McamRImage_0482112837-13647-1,56733,0,-85
1003,McamRRecoveredProduct_0486544329-54259-1,56733,0,0
953,McamRImage_0482112865-58767-1,56734,0,-85
1003,McamRRecoveredProduct_0486544333-61358-1,56734,0,0
953,McamRImage_0482112879-50580-1,56735,0,-85
1003,McamRRecoveredProduct_0486544338-07803-1,56735,0,0
953,McamRImage_0482112907-60949-1,56736,0,-85
1003,McamRRecoveredProduct_0486544342-04803-1,56736,0,0
1003,McamRRecoveredProduct_0486544342-04803-2,56736,NULL,0
953,McamRImage_0482112922-61938-1,56737,0,-85
1003,McamRRecoveredProduct_0486544346-01395-1,56737,0,0
953,McamRImage_0482112949-60947-1,56738,0,-85
1003,McamRRecoveredProduct_0486544349-64888-1,56738,0,0
953,McamRImage_0482112963-44568-1,56739,0,-85
1003,McamRRecoveredProduct_0486544354-09952-1,56739,0,0
953,McamRImage_0482112989-61937-1,56740,0,-85
1003,McamRRecoveredProduct_0486544358-06023-1,56740,0,0
953,McamRImage_0482113004-61937-1,56741,0,-85
1003,McamRRecoveredProduct_0486544362-17886-1,56741,0,0
953,McamRImage_0482113031-61937-1,56742,0,-85
1003,McamRRecoveredProduct_0486544366-03966-1,56742,0,0
953,McamRImage_0482113047-59910-1,56743,0,-85
1003,McamRRecoveredProduct_0486544370-06863-1,56743,0,0
953,McamRImage_0482113074-60949-1,56744,0,-85
1003,McamRRecoveredProduct_0486544374-01377-1,56744,0,0
953,McamRImage_0482113092-60948-1,56745,0,-85
1003,McamRRecoveredProduct_0486544378-05451-1,56745,0,0
953,McamRImage_0482113119-60949-1,56746,0,-85
1003,McamRRecoveredProduct_0486544381-55163-1,56746,0,0
1003,McamRRecoveredProduct_0486544381-55163-2,56746,NULL,0
953,McamRImage_0482113135-61939-1,56747,0,-85
1003,McamRRecoveredProduct_0486544385-52811-1,56747,0,0
1003,McamRRecoveredProduct_0486544385-52811-2,56747,NULL,0
1003,McamRRecoveredProduct_0486544385-52811-3,56747,NULL,0
953,McamRImage_0482113161-59909-1,56748,0,-85
1003,McamRRecoveredProduct_0486544389-50859-1,56748,0,0
953,McamRImage_0482113177-60947-1,56749,0,-85
1003,McamRRecoveredProduct_0486544393-53820-1,56749,0,0
953,McamRImage_0482113203-60949-1,56750,0,-85
1003,McamRRecoveredProduct_0486544397-51153-1,56750,0,0
953,McamRImage_0482113220-03652-1,56751,0,-85
1003,McamRRecoveredProduct_0486544404-02777-1,56751,0,0
953,McamRImage_0482113245-64930-1,56752,0,-85
1003,McamRRecoveredProduct_0486544407-52785-1,56752,0,0
953,McamRImage_0482113261-55740-1,56753,0,-85
1003,McamRRecoveredProduct_0486544412-17123-1,56753,0,0
953,McamRImage_0482113293-61938-1,56754,0,-85
1003,McamRRecoveredProduct_0486544416-02519-1,56754,0,0
953,McamRImage_0482113308-63928-1,56755,0,-85
953,McamRImage_0482113308-63928-2,56755,NULL,-85
953,McamRImage_0482113308-63928-3,56755,NULL,-85
1003,McamRRecoveredProduct_0486544419-65398-1,56755,0,0
1003,McamRRecoveredProduct_0486544419-65398-2,56755,NULL,0
953,McamRImage_0482113338-59910-1,56756,0,-85
953,McamRImage_0482113338-59910-2,56756,NULL,-85
1003,McamRRecoveredProduct_0486544423-54193-1,56756,0,0
953,McamRImage_0482113354-61936-1,56757,0,-85
953,McamRImage_0482113354-61936-2,56757,NULL,-85
1003,McamRRecoveredProduct_0486544427-62868-1,56757,0,0
953,McamRImage_0482113384-59917-1,56758,0,-85
953,McamRImage_0482113384-59917-2,56758,NULL,-85
1003,McamRRecoveredProduct_0486544432-01426-1,56758,0,0
953,McamRImage_0482113400-60948-1,56759,0,-85
953,McamRImage_0482113400-60948-2,56759,NULL,-85
1003,McamRRecoveredProduct_0486544436-11902-1,56759,0,0
953,McamRImage_0482113430-60948-1,56760,0,-85
953,McamRImage_0482113430-60948-2,56760,NULL,-85
1003,McamRRecoveredProduct_0486544440-10959-1,56760,0,0
953,McamRImage_0482113445-60947-1,56761,0,-85
953,McamRImage_0482113445-60947-2,56761,NULL,-85
1003,McamRRecoveredProduct_0486544444-02946-1,56761,0,0
953,McamRImage_0482113475-61937-1,56762,0,-85
953,McamRImage_0482113475-61937-2,56762,NULL,-85
1003,McamRRecoveredProduct_0486544447-60830-1,56762,0,0
953,McamRImage_0482113489-44566-1,56763,0,-85
953,McamRImage_0482113489-44566-2,56763,NULL,-85
1003,McamRRecoveredProduct_0486544451-61900-1,56763,0,0
953,McamRImage_0482113519-60947-1,56764,0,-85
953,McamRImage_0482113519-60947-2,56764,NULL,-85
1003,McamRRecoveredProduct_0486544455-64896-1,56764,0,0
953,McamRImage_0482113533-56758-1,56765,0,-85
953,McamRImage_0482113533-56758-2,56765,NULL,-85
1003,McamRRecoveredProduct_0486544460-07632-1,56765,0,0
953,McamRImage_0482113565-61937-1,56766,0,-85
953,McamRImage_0482113565-61937-2,56766,NULL,-85
1003,McamRRecoveredProduct_0486544464-03012-1,56766,0,0
953,McamRImage_0482113580-61936-1,56767,0,-85
953,McamRImage_0482113580-61936-2,56767,NULL,-85
1003,McamRRecoveredProduct_0486544467-61017-1,56767,0,0
953,McamRImage_0482113610-60948-1,56768,0,-85
953,McamRImage_0482113610-60948-2,56768,NULL,-85
1003,McamRRecoveredProduct_0486544471-62338-1,56768,0,0
953,McamRImage_0482113624-46471-1,56769,0,-85
953,McamRImage_0482113624-46471-2,56769,NULL,-85
1003,McamRRecoveredProduct_0486544475-64232-1,56769,0,0
953,McamRImage_0482113654-60949-1,56770,0,-85
953,McamRImage_0482113654-60949-2,56770,NULL,-85
1003,McamRRecoveredProduct_0486544480-01959-1,56770,0,0
953,McamRImage_0482113670-02623-1,56771,0,-85
953,McamRImage_0482113670-02623-2,56771,NULL,-85
1003,McamRRecoveredProduct_0486544483-61413-1,56771,0,0
953,McamRImage_0482113699-60947-1,56772,0,-85
953,McamRImage_0482113699-60947-2,56772,NULL,-85
1003,McamRRecoveredProduct_0486544487-54968-1,56772,0,0
955,McamRImage_0482271417-50580-1,56863,0,-85
1032,McamRRecoveredProduct_0489125025-24105-1,56863,0,0
955,McamRImage_0482271470-29168-1,56864,0,-85
1032,McamRRecoveredProduct_0489125029-17885-1,56864,0,0
955,McamRImage_0482271487-32165-1,56865,0,-85
1032,McamRRecoveredProduct_0489125033-23419-1,56865,0,0
955,McamRImage_0482289236-12778-1,56871,0,-85
955,McamRImage_0482289265-59910-1,56872,0,-85
955,McamRImage_0482289279-48547-1,56873,0,-85
955,McamRImage_0482289305-60949-1,56874,0,-85
955,McamRImage_0482289319-50580-1,56875,0,-85
955,McamRImage_0482289345-60948-1,56876,0,-85
955,McamRImage_0482289359-46470-1,56877,0,-85
955,McamRImage_0482289387-60948-1,56878,0,-85
955,McamRImage_0482289401-45560-1,56879,0,-85
955,McamRImage_0482289427-59909-1,56880,0,-85
955,McamRImage_0482289441-37349-1,56881,0,-85
955,McamRImage_0482289472-59911-1,56882,0,-85
955,McamRImage_0482289486-48548-1,56883,0,-85
955,McamRImage_0482289515-62009-1,56884,0,-85
955,McamRImage_0482289532-02431-1,56885,0,-85
955,McamRImage_0482289560-59910-1,56886,0,-85
955,McamRImage_0482289577-02023-1,56887,0,-85
955,McamRImage_0482289604-59910-1,56888,0,-85
955,McamRImage_0482289621-02375-1,56889,0,-85
955,McamRImage_0482289648-60948-1,56890,0,-85
955,McamRImage_0482289648-60948-2,56890,NULL,-85
956,McamRImage_0482354376-12776-1,56951,0,-85
1003,McamRRecoveredProduct_0486544492-05035-1,56951,0,0
956,McamRImage_0482354409-48547-1,56952,0,-85
1003,McamRRecoveredProduct_0486544496-02380-1,56952,0,0
957,McamRImage_0482448093-00000-1,56964,0,-85
1032,McamRRecoveredProduct_0489125057-30450-1,56964,0,0
957,McamRImage_0482448128-00000-1,56966,0,-85
1032,McamRRecoveredProduct_0489125063-19327-1,56966,0,0
957,McamRImage_0482448147-00000-1,56968,0,-85
1032,McamRRecoveredProduct_0489125069-10865-1,56968,0,0
957,McamRImage_0482448181-00000-1,56970,0,-85
1032,McamRRecoveredProduct_0489125075-09755-1,56970,0,0
957,McamRImage_0482448199-00000-1,56972,0,-85
1032,McamRRecoveredProduct_0489125081-03699-1,56972,0,0
957,McamRImage_0482448229-00000-1,56974,0,-85
1032,McamRRecoveredProduct_0489125087-07539-1,56974,0,0
957,McamRImage_0482448259-00000-1,56976,0,-85
1032,McamRRecoveredProduct_0489125093-11191-1,56976,0,0
957,McamRImage_0482448291-00000-1,56978,0,-85
1032,McamRRecoveredProduct_0489125099-13772-1,56978,0,0
957,McamRImage_0482448309-00000-1,56980,0,-85
1032,McamRRecoveredProduct_0489125105-26096-1,56980,0,0
957,McamRImage_0482448340-00000-1,56982,0,-85
1032,McamRRecoveredProduct_0489125111-16089-1,56982,0,0
957,McamRImage_0482448358-00000-1,56984,0,-85
1032,McamRRecoveredProduct_0489125117-14743-1,56984,0,0
957,McamRImage_0482448388-00000-1,56986,0,-85
1032,McamRRecoveredProduct_0489125123-07055-1,56986,0,0
957,McamRImage_0482448406-00000-1,56988,0,-85
1032,McamRRecoveredProduct_0489125129-07709-1,56988,0,0
957,McamRImage_0482448438-00000-1,56990,0,-85
1032,McamRRecoveredProduct_0489125135-10618-1,56990,0,0
957,McamRImage_0482448456-00000-1,56992,0,-85
1032,McamRRecoveredProduct_0489125141-11240-1,56992,0,0
957,McamRImage_0482448486-00000-1,56994,0,-85
1032,McamRRecoveredProduct_0489125147-13003-1,56994,0,0
957,McamRImage_0482448504-00000-1,56996,0,-85
1032,McamRRecoveredProduct_0489125153-09187-1,56996,0,0
957,McamRImage_0482448538-00000-1,56998,0,-85
1032,McamRRecoveredProduct_0489125159-11775-1,56998,0,0
957,McamRImage_0482448570-00000-1,57000,0,-85
1032,McamRRecoveredProduct_0489125165-10952-1,57000,0,0
957,McamRImage_0482448588-00000-1,57002,0,-85
1032,McamRRecoveredProduct_0489125171-05538-1,57002,0,0
957,McamRImage_0482448618-00000-1,57004,0,-85
1032,McamRRecoveredProduct_0489125177-02042-1,57004,0,0
957,McamRImage_0482448656-14778-1,57005,0,-95
1032,McamRRecoveredProduct_0489125180-58986-1,57005,0,0
957,McamRImage_0482448685-22968-1,57006,0,-95
1032,McamRRecoveredProduct_0489125184-60041-1,57006,0,0
957,McamRImage_0482448711-39353-1,57007,0,-95
1032,McamRRecoveredProduct_0489125188-63422-1,57007,0,0
957,McamRImage_0482448726-30077-1,57008,0,-95
1032,McamRRecoveredProduct_0489125192-64195-1,57008,0,0
957,McamRImage_0482448753-28182-1,57009,0,-95
1032,McamRRecoveredProduct_0489125196-64396-1,57009,0,0
957,McamRImage_0482448768-27006-1,57010,0,-95
1032,McamRRecoveredProduct_0489125200-62853-1,57010,0,0
957,McamRImage_0482448783-51652-1,57011,0,-95
1032,McamRRecoveredProduct_0489125205-02555-1,57011,0,0
957,McamRImage_0482448798-12783-1,57012,0,-95
1032,McamRRecoveredProduct_0489125209-05469-1,57012,0,0
957,McamRImage_0482448821-50604-1,57013,0,-95
957,McamRImage_0482448821-50604-2,57013,NULL,-95
984,McamRRecoveredProduct_0484841025-07140-1,57013,0,0
984,McamRRecoveredProduct_0484841025-07140-2,57013,NULL,0
984,McamRRecoveredProduct_0484841025-07140-3,57013,NULL,0
984,McamRRecoveredProduct_0484841025-07140-4,57013,NULL,0
957,McamRImage_0482448851-22968-1,57014,0,-95
984,McamRRecoveredProduct_0484841029-05972-1,57014,0,0
984,McamRRecoveredProduct_0484841029-05972-2,57014,NULL,0
984,McamRRecoveredProduct_0484841029-05972-3,57014,NULL,0
984,McamRRecoveredProduct_0484841029-05972-4,57014,NULL,0
957,McamRImage_0482448866-21887-1,57015,0,-95
1032,McamRRecoveredProduct_0489125213-09152-1,57015,0,0
957,McamRImage_0482448892-27005-1,57016,0,-95
1032,McamRRecoveredProduct_0489125217-05961-1,57016,0,0
957,McamRImage_0482448907-29181-1,57017,0,-95
1032,McamRRecoveredProduct_0489125220-65351-1,57017,0,0
957,McamRImage_0482448934-29181-1,57018,0,-95
1032,McamRRecoveredProduct_0489125225-03971-1,57018,0,0
957,McamRImage_0482448949-27006-1,57019,0,-95
1032,McamRRecoveredProduct_0489125229-23477-1,57019,0,0
957,McamRImage_0482448976-30084-1,57020,0,-95
1032,McamRRecoveredProduct_0489125232-65473-1,57020,0,0
957,McamRImage_0482448991-34194-1,57021,0,-95
1032,McamRRecoveredProduct_0489125237-12114-1,57021,0,0
957,McamRImage_0482449006-35225-1,57022,0,-95
1032,McamRRecoveredProduct_0489125241-15169-1,57022,0,0
957,McamLImage_0482457984-15811-1,57024,0,-65
1047,McamLRecoveredProduct_0490432715-17867-1,57024,0,0
957,McamLImage_0482458025-01478-1,57025,0,-65
1047,McamLRecoveredProduct_0490432719-10615-1,57025,0,0
957,McamLImage_0482458041-05500-1,57026,0,-65
1047,McamLRecoveredProduct_0490432723-17946-1,57026,0,0
957,McamLImage_0482458064-01449-1,57027,0,-65
1047,McamLRecoveredProduct_0490432727-12788-1,57027,0,0
957,McamLImage_0482458079-52759-1,57028,0,-65
1047,McamLRecoveredProduct_0490432730-65512-1,57028,0,0
958,McamRImage_0482535976-00000-1,57034,0,-85
1032,McamRRecoveredProduct_0489125247-17353-1,57034,0,0
958,McamRImage_0482536013-00000-1,57036,0,-85
1032,McamRRecoveredProduct_0489125253-13255-1,57036,0,0
958,McamRImage_0482536047-00000-1,57038,0,-85
1032,McamRRecoveredProduct_0489125259-12247-1,57038,0,0
958,McamRImage_0482536079-00000-1,57040,0,-85
1032,McamRRecoveredProduct_0489125265-13686-1,57040,0,0
958,McamRImage_0482536097-00000-1,57042,0,-85
1032,McamRRecoveredProduct_0489125271-20064-1,57042,0,0
958,McamRImage_0482536129-00000-1,57044,0,-85
1032,McamRRecoveredProduct_0489125277-21867-1,57044,0,0
958,McamRImage_0482536149-00000-1,57046,0,-85
1032,McamRRecoveredProduct_0489125283-20007-1,57046,0,0
958,McamRImage_0482536181-00000-1,57048,0,-85
1032,McamRRecoveredProduct_0489125289-20383-1,57048,0,0
958,McamRImage_0482536200-00000-1,57050,0,-85
1032,McamRRecoveredProduct_0489125295-16049-1,57050,0,0
958,McamRImage_0482536232-00000-1,57052,0,-85
1032,McamRRecoveredProduct_0489125301-13840-1,57052,0,0
958,McamRImage_0482536250-00000-1,57054,0,-85
1032,McamRRecoveredProduct_0489125307-17770-1,57054,0,0
958,McamRImage_0482536282-00000-1,57056,0,-85
1032,McamRRecoveredProduct_0489125313-16020-1,57056,0,0
958,McamRImage_0482536314-00000-1,57058,0,-85
1032,McamRRecoveredProduct_0489125319-19954-1,57058,0,0
958,McamRImage_0482536346-00000-1,57060,0,-85
1032,McamRRecoveredProduct_0489125325-20059-1,57060,0,0
958,McamRImage_0482536377-00000-1,57062,0,-85
1032,McamRRecoveredProduct_0489125331-21054-1,57062,0,0
958,McamRImage_0482536410-00000-1,57064,0,-85
1032,McamRRecoveredProduct_0489125337-15258-1,57064,0,0
958,McamRImage_0482536442-00000-1,57066,0,-85
1032,McamRRecoveredProduct_0489125343-16027-1,57066,0,0
958,McamRImage_0482536476-00000-1,57068,0,-85
1032,McamRRecoveredProduct_0489125349-16265-1,57068,0,0
958,McamRImage_0482536508-00000-1,57070,0,-85
1032,McamRRecoveredProduct_0489125355-13812-1,57070,0,0
958,McamRImage_0482536526-00000-1,57072,0,-85
1032,McamRRecoveredProduct_0489125361-17918-1,57072,0,0
958,McamRImage_0482536558-00000-1,57074,0,-85
1032,McamRRecoveredProduct_0489125367-18922-1,57074,0,0
958,McamRImage_0482536577-00000-1,57076,0,-85
1032,McamRRecoveredProduct_0489125373-20898-1,57076,0,0
958,McamRImage_0482536609-00000-1,57078,0,-85
1032,McamRRecoveredProduct_0489125379-23182-1,57078,0,0
958,McamRImage_0482536628-00000-1,57080,0,-85
1032,McamRRecoveredProduct_0489125385-20967-1,57080,0,0
958,McamRImage_0482536660-00000-1,57082,0,-85
1032,McamRRecoveredProduct_0489125391-21780-1,57082,0,0
958,McamRImage_0482536692-00000-1,57084,0,-85
1032,McamRRecoveredProduct_0489125397-18851-1,57084,0,0
958,McamRImage_0482536711-00000-1,57086,0,-85
1032,McamRRecoveredProduct_0489125403-16027-1,57086,0,0
958,McamRImage_0482536743-00000-1,57088,0,-85
1032,McamRRecoveredProduct_0489125409-15979-1,57088,0,0
959,McamRImage_0482640364-00000-1,57111,0,-85
1034,McamRRecoveredProduct_0489293372-29116-1,57111,0,0
959,McamRImage_0482640400-00000-1,57113,0,-85
1034,McamRRecoveredProduct_0489293378-32142-1,57113,0,0
959,McamRImage_0482640417-00000-1,57115,0,-85
1034,McamRRecoveredProduct_0489293384-36262-1,57115,0,0
959,McamRImage_0482640434-00000-1,57117,0,-85
1034,McamRRecoveredProduct_0489293390-36394-1,57117,0,0
959,McamRImage_0482640462-00000-1,57119,0,-85
1034,McamRRecoveredProduct_0489293396-31360-1,57119,0,0
959,McamRImage_0482640481-00000-1,57121,0,-85
1034,McamRRecoveredProduct_0489293402-31210-1,57121,0,0
959,McamRImage_0482640500-00000-1,57123,0,-85
1034,McamRRecoveredProduct_0489293408-31609-1,57123,0,0
959,McamRImage_0482640528-00000-1,57125,0,-85
1034,McamRRecoveredProduct_0489293414-36451-1,57125,0,0
959,McamRImage_0482640548-00000-1,57127,0,-85
1034,McamRRecoveredProduct_0489293420-37413-1,57127,0,0
959,McamRImage_0482640566-00000-1,57129,0,-85
1034,McamRRecoveredProduct_0489293426-38535-1,57129,0,0
959,McamRImage_0482640596-00000-1,57131,0,-85
1034,McamRRecoveredProduct_0489293432-44500-1,57131,0,0
959,McamRImage_0482640615-00000-1,57133,0,-85
1034,McamRRecoveredProduct_0489293438-45506-1,57133,0,0
959,McamRImage_0482640633-00000-1,57135,0,-85
1034,McamRRecoveredProduct_0489293444-43636-1,57135,0,0
959,McamRImage_0482640661-00000-1,57137,0,-85
1034,McamRRecoveredProduct_0489293450-42504-1,57137,0,0
959,McamRImage_0482640680-00000-1,57139,0,-85
1034,McamRRecoveredProduct_0489293456-40875-1,57139,0,0
959,McamRImage_0482640699-00000-1,57141,0,-85
1034,McamRRecoveredProduct_0489293462-38587-1,57141,0,0
959,McamRImage_0482640728-00000-1,57143,0,-85
1034,McamRRecoveredProduct_0489293468-37312-1,57143,0,0
959,McamRImage_0482640746-00000-1,57145,0,-85
1034,McamRRecoveredProduct_0489293474-39320-1,57145,0,0
959,McamRImage_0482640766-00000-1,57147,0,-85
1034,McamRRecoveredProduct_0489293480-43767-1,57147,0,0
959,McamRImage_0482640794-00000-1,57149,0,-85
1034,McamRRecoveredProduct_0489293486-36409-1,57149,0,0
959,McamRImage_0482640811-00000-1,57151,0,-85
1034,McamRRecoveredProduct_0489293492-27073-1,57151,0,0
959,McamRImage_0482640828-00000-1,57153,0,-85
1034,McamRRecoveredProduct_0489293498-32681-1,57153,0,0
959,McamRImage_0482640858-00000-1,57155,0,-85
1034,McamRRecoveredProduct_0489293504-34197-1,57155,0,0
959,McamRImage_0482640875-00000-1,57157,0,-85
1034,McamRRecoveredProduct_0489293510-39412-1,57157,0,0
959,McamRImage_0482640894-00000-1,57159,0,-85
1034,McamRRecoveredProduct_0489293516-47746-1,57159,0,0
959,McamRImage_0482640922-00000-1,57161,0,-85
1034,McamRRecoveredProduct_0489293522-42288-1,57161,0,0
959,McamRImage_0482640940-00000-1,57163,0,-85
1034,McamRRecoveredProduct_0489293528-32760-1,57163,0,0
959,McamRImage_0482640957-00000-1,57165,0,-85
1034,McamRRecoveredProduct_0489293534-34234-1,57165,0,0
959,McamRImage_0482640985-00000-1,57167,0,-85
1034,McamRRecoveredProduct_0489293540-48058-1,57167,0,0
959,McamRImage_0482641003-00000-1,57169,0,-85
1034,McamRRecoveredProduct_0489293546-55702-1,57169,0,0
959,McamRImage_0482641021-00000-1,57171,0,-85
1034,McamRRecoveredProduct_0489293552-62950-1,57171,0,0
959,McamRImage_0482641050-00000-1,57173,0,-85
1034,McamRRecoveredProduct_0489293559-59023-1,57173,0,0
959,McamRImage_0482641068-00000-1,57175,0,-85
1034,McamRRecoveredProduct_0489293565-46695-1,57175,0,0
959,McamRImage_0482641098-00000-1,57177,0,-85
1034,McamRRecoveredProduct_0489293571-40679-1,57177,0,0
959,McamRImage_0482641116-00000-1,57179,0,-85
1034,McamRRecoveredProduct_0489293577-35446-1,57179,0,0
959,McamRImage_0482641144-00000-1,57181,0,-85
1034,McamRRecoveredProduct_0489293583-37862-1,57181,0,0
959,McamRImage_0482641163-00000-1,57183,0,-85
1034,McamRRecoveredProduct_0489293589-45704-1,57183,0,0
959,McamRImage_0482641191-00000-1,57185,0,-85
1034,McamRRecoveredProduct_0489293595-59845-1,57185,0,0
959,McamRImage_0482641210-00000-1,57187,0,-85
1034,McamRRecoveredProduct_0489293601-60030-1,57187,0,0
959,McamRImage_0482641239-00000-1,57189,0,-85
1034,McamRRecoveredProduct_0489293607-55909-1,57189,0,0
959,McamRImage_0482641269-00000-1,57191,0,-85
1034,McamRRecoveredProduct_0489293613-58740-1,57191,0,0
959,McamRImage_0482641299-00000-1,57193,0,-85
1034,McamRRecoveredProduct_0489293620-46762-1,57193,0,0
959,McamRImage_0482641318-00000-1,57195,0,-85
1034,McamRRecoveredProduct_0489293626-22521-1,57195,0,0
959,McamRImage_0482641349-00000-1,57197,0,-85
1034,McamRRecoveredProduct_0489293632-26348-1,57197,0,0
959,McamRImage_0482641366-00000-1,57199,0,-85
1034,McamRRecoveredProduct_0489293638-22017-1,57199,0,0
959,McamRImage_0482641385-00000-1,57201,0,-85
1034,McamRRecoveredProduct_0489293644-22150-1,57201,0,0
959,McamRImage_0482641413-00000-1,57203,0,-85
1034,McamRRecoveredProduct_0489293650-26341-1,57203,0,0
959,McamRImage_0482641430-00000-1,57205,0,-85
1034,McamRRecoveredProduct_0489293656-21853-1,57205,0,0
959,McamRImage_0482641449-00000-1,57207,0,-85
1034,McamRRecoveredProduct_0489293662-21876-1,57207,0,0
959,McamRImage_0482641478-00000-1,57209,0,-85
1034,McamRRecoveredProduct_0489293668-21079-1,57209,0,0
959,McamRImage_0482641496-00000-1,57211,0,-85
1034,McamRRecoveredProduct_0489293674-26040-1,57211,0,0
959,McamRImage_0482641513-00000-1,57213,0,-85
1034,McamRRecoveredProduct_0489293680-29568-1,57213,0,0
959,McamRImage_0482641543-00000-1,57215,0,-85
980,McamRRecoveredProduct_0484504932-28595-1,57215,0,0
980,McamRRecoveredProduct_0484504932-28595-2,57215,NULL,0
